CustomerID,CustomerTypeID,CustomerRelationshipTypeID,DateOfBirth,CustomerEstablishedDate,IsActive,FirstName,LastName,Gender,PrimaryPhone,SecondaryPhone,PrimaryEmail,SecondaryEmail,CreatedBy
CID-378,Individual,Premium,8/30/1974,12/28/2018,TRUE,Tomas,Richardson,Male,(785) 555-0164,,tomas@contoso.com,,Sales
CID-379,Business,Premier,1/10/1955,3/17/2019,TRUE,Blaise,Richer,Male,(315) 555-0142,,blaise@contoso.com,,Services
CID-380,Individual,Premium,7/20/1993,1/26/2018,TRUE,Luca,Richter,Male,(775) 555-0122,(802) 555-0239,luca@contoso.com,,Sales
CID-381,Individual,Standard,11/19/1949,1/25/2018,TRUE,Maksims,Riekstins,Male,(931) 555-0181,(517) 555-0215,maksims@contoso.com,,Sales
CID-382,Individual,Premium,8/12/1988,11/18/2021,TRUE,Clara,Rieradevall,Female,(401) 555-0154,,clara@contoso.com,,Sales
CID-383,Individual,Standard,12/28/1975,5/22/2019,TRUE,Nathan,Rigby,Male,(803) 555-0191,,nathan@contoso.com,nathan@fabrikam.com,Sales
CID-384,Business,SMB,5/8/1962,8/17/2021,TRUE,Jerome,Rivard,Male,(714) 555-0132,,jerome@contoso.com,,Sales
CID-385,Business,Premier,8/18/1952,9/24/2021,TRUE,Amari,Rivera,Female,(252) 555-0151,,amari@contoso.com,,Services
CID-386,Business,SMB,6/12/1979,9/24/2018,TRUE,Maya,Robinson,Female,(878) 555-0148,,maya@contoso.com,,Sales
CID-387,Individual,Standard,3/13/1983,4/6/2019,TRUE,Andree,Rocher,Female,(276) 555-0125,(419) 555-0296,andree@contoso.com,,Sales
CID-388,Individual,Standard,11/8/1928,4/1/2019,TRUE,Hazel,Rodriguez,Female,(443) 555-0197,(214) 555-0268,hazel@contoso.com,,Sales
CID-389,Business,SMB,1/23/1971,10/15/2021,TRUE,Juana,Rojas,Female,(540) 555-0198,,juana@contoso.com,,Sales
CID-390,Business,SMB,12/16/1962,12/27/2020,TRUE,Benito,Romani,Male,(646) 555-0179,,benito@contoso.com,,Sales
CID-391,Government,State,6/14/1995,10/3/2020,TRUE,Valeria,Romano,Female,(980) 555-0176,,valeria@contoso.com,,Services
CID-392,Individual,Standard,9/12/1967,5/12/2020,TRUE,Henry,Ross,Male,(530) 555-0186,(812) 555-0276,henry@contoso.com,,Sales
CID-393,Individual,VIP,1/31/1983,12/6/2021,TRUE,Kazimirs,Roze,Female,(608) 555-0115,,kazimirs@contoso.com,,Sales
CID-394,Business,Premier,5/30/1946,5/6/2019,FALSE,Bostjan,Rozman,Male,(252) 555-0134,,bostjan@contoso.com,,Sales
CID-395,Individual,Standard,12/6/1995,12/8/2020,TRUE,Lorenzo,Russo,Male,(661) 555-0145,,lorenzo@contoso.com,,Sales
CID-396,Government,Local,11/5/1923,7/18/2019,TRUE,Benigno,Sabbatini,Male,(832) 555-0154,(704) 555-0232,benigno@contoso.com,,Services
CID-397,Business,SMB,4/25/1966,1/30/2021,TRUE,Jan,Sachweh,Male,(775) 555-0184,(475) 555-0271,jan@contoso.com,jan@fabrikam.com,Sales
CID-398,Individual,Premium,5/3/1973,8/4/2018,TRUE,Filip,Safranek,Male,(949) 555-0184,,filip@contoso.com,,Sales
CID-399,Business,SMB,9/20/1970,7/13/2019,TRUE,Diego,Sagese,Male,(339) 555-0105,,diego@contoso.com,,Services
CID-400,Business,Premier,3/28/1940,6/8/2018,TRUE,Emine,Sahin,Female,(609) 555-0163,(586) 555-0237,emine@contoso.com,,Sales
CID-401,Individual,Standard,2/15/1988,5/4/2019,TRUE,Dakota,Sanchez,Male,(618) 555-0176,,dakota@contoso.com,,Sales
CID-402,Government,State,5/24/1990,4/1/2020,TRUE,Sarmis,Saulitis,Male,(603) 555-0186,,sarmis@contoso.com,,Services
CID-403,Individual,Standard,12/28/1996,6/19/2021,TRUE,Kai,Schmitt,Male,(810) 555-0120,(212) 555-0211,kai@contoso.com,,Sales
CID-404,Business,SMB,5/28/1951,3/4/2020,TRUE,Izaak,Schmitz,Male,(469) 555-0122,,izaak@contoso.com,,Sales
CID-405,Individual,VIP,5/3/1966,1/5/2018,TRUE,Lea,Schneider,Female,(415) 555-0146,,lea@contoso.com,,Sales
CID-406,Business,Premier,3/15/1958,12/27/2018,TRUE,Ashley,Schroeder,Female,(646) 555-0150,(978) 555-0224,ashley@contoso.com,,Sales
CID-407,Individual,Standard,9/23/1988,4/4/2019,TRUE,Nickolaus,Schulz,Male,(651) 555-0106,,nickolaus@contoso.com,,Services
CID-408,Individual,VIP,1/5/1977,9/5/2018,TRUE,Helga,Schustereit,Female,(314) 555-0147,(463) 555-0266,helga@contoso.com,,Sales
CID-409,Government,Local,11/3/1969,8/3/2020,TRUE,Miloslav,Sedlar,Male,(564) 555-0190,,miloslav@contoso.com,,Services
CID-410,Individual,VIP,2/2/1983,2/26/2019,TRUE,Gunay,Sen,Male,(571) 555-0156,,gunay@contoso.com,,Sales
CID-411,Individual,Premium,7/6/1971,1/15/2018,FALSE,Xavier,Serradelarca,Male,(959) 555-0120,,xavier@contoso.com,,Sales
CID-412,Government,Local,8/23/1998,1/6/2020,TRUE,Julia,Serradesanferm,Female,(419) 555-0139,,julia@contoso.com,julia@fabrikam.com,Services
CID-413,Government,Local,4/26/1996,2/19/2021,TRUE,Anja,Sever,Female,(503) 555-0144,,anja@contoso.com,,Services
CID-414,Individual,Standard,5/3/1961,10/4/2018,TRUE,Ermenegildo,Siciliani,Male,(402) 555-0148,(909) 555-0292,ermenegildo@contoso.com,,Sales
CID-415,Individual,Premium,4/14/1946,3/29/2019,TRUE,Fabiola,Siciliano,Female,(606) 555-0191,,fabiola@contoso.com,,Sales
CID-416,Individual,Premium,7/9/1929,11/14/2021,TRUE,Vladimir,Sima,Male,(252) 555-0140,,vladimir@contoso.com,,Sales
CID-417,Individual,Standard,2/19/1986,8/10/2021,FALSE,Hanno,Simon,Male,(240) 555-0157,,hanno@contoso.com,,Sales
CID-418,Individual,Standard,11/27/1923,8/21/2019,TRUE,Demet,Simsek,Female,(989) 555-0105,(401) 555-0268,demet@contoso.com,,Sales
CID-419,Individual,Premium,6/14/1953,3/22/2019,TRUE,Bernd,Skopura,Male,(864) 555-0137,(201) 555-0238,bernd@contoso.com,bernd@fabrikam.com,Sales
CID-420,Business,Partner,3/19/1991,7/29/2018,TRUE,Matej,Skorepa,Male,(386) 555-0113,,matej@contoso.com,,Sales
CID-421,Business,SMB,11/20/1932,12/15/2019,TRUE,Teodors,Skujins,Male,(646) 555-0102,(870) 555-0290,teodors@contoso.com,,Sales
CID-422,Business,SMB,8/14/1959,10/29/2018,TRUE,Liam,Small,Male,(810) 555-0123,,liam@contoso.com,liam@fabrikam.com,Sales
CID-423,Individual,Standard,6/16/1923,5/31/2021,TRUE,Ludmila,Smidova,Female,(225) 555-0117,,ludmila@contoso.com,,Sales
CID-424,Individual,Standard,3/3/1953,1/3/2018,TRUE,Reed,Smith,Male,(850) 555-0187,,reed@contoso.com,,Services
CID-425,Individual,VIP,12/20/1990,9/16/2020,TRUE,Dominika,Sobczak,Female,(843) 555-0134,(980) 555-0222,dominika@contoso.com,,Sales
CID-426,Individual,Standard,9/27/1932,1/21/2021,TRUE,Lluis,Sobregrau,Male,(717) 555-0100,,lluis@contoso.com,,Sales
CID-427,Individual,Premium,4/14/1980,6/4/2019,TRUE,Krystyna,Sokolowska,Female,(612) 555-0144,,krystyna@contoso.com,,Sales
CID-428,Business,SMB,4/8/1946,12/22/2021,TRUE,Eric,Solomon,Male,(530) 555-0197,,eric@contoso.com,eric@fabrikam.com,Sales
CID-429,Individual,Premium,1/24/1990,5/8/2019,TRUE,Rudolf,Spousta,Male,(812) 555-0192,,rudolf@contoso.com,rudolf@fabrikam.com,Sales
CID-430,Individual,Premium,11/21/1985,6/12/2021,TRUE,Grigorijs,Sprogis,Female,(772) 555-0124,(818) 555-0294,grigorijs@contoso.com,,Sales
CID-431,Individual,Premium,9/4/1985,9/12/2019,TRUE,Lenka,Stastna,Female,(218) 555-0153,,lenka@contoso.com,,Sales
CID-432,Business,SMB,8/2/1971,3/30/2021,TRUE,Mia,Steele,Female,(551) 555-0141,,mia@contoso.com,,Sales
CID-433,Individual,Standard,6/9/1953,11/27/2018,TRUE,Tyler,Stein,Male,(832) 555-0154,,tyler@contoso.com,,Sales
CID-434,Individual,Standard,1/16/1923,11/29/2018,TRUE,Veronika,Stejskalova,Female,(267) 555-0188,,veronika@contoso.com,,Sales
CID-435,Individual,VIP,11/14/1964,2/19/2018,TRUE,Benjamin,Stuart,Male,(308) 555-0105,,benjamin@contoso.com,,Sales
CID-436,Business,Premier,5/16/1978,5/12/2020,TRUE,Marc,Surinyach,Male,(229) 555-0169,,marc@contoso.com,,Sales
CID-437,Individual,Premium,12/1/1996,9/29/2018,TRUE,Miroslav,Svoboda,Male,(312) 555-0138,,miroslav@contoso.com,,Sales
CID-438,Business,Premier,9/4/1990,8/3/2019,TRUE,Katerina,Sykorova,Female,(959) 555-0109,,katerina@contoso.com,,Sales
CID-439,Business,Premier,8/1/1965,6/29/2021,TRUE,Bernadette,Sylvain,Female,(254) 555-0117,,bernadette@contoso.com,,Sales
CID-440,Individual,Standard,8/12/1976,7/14/2019,TRUE,Isaac,Talbot,Male,(415) 555-0172,,isaac@contoso.com,,Sales
CID-441,Individual,VIP,9/19/1932,11/27/2019,TRUE,Lisa,Taylor,Female,(217) 555-0103,,lisa@contoso.com,lisa@fabrikam.com,Sales
CID-442,Government,Local,6/8/1970,1/18/2021,TRUE,Hulya,Tekin,Female,(718) 555-0139,(725) 555-0285,hulya@contoso.com,,Services
CID-443,Individual,Standard,4/25/1940,3/22/2019,TRUE,Kiros,Teklay,Male,(210) 555-0108,,kiros@contoso.com,,Sales
CID-444,Individual,Premium,7/7/1995,10/13/2020,TRUE,Yordanos,Tesfaye,Female,(614) 555-0103,,yordanos@contoso.com,,Sales
CID-445,Business,SMB,6/12/1995,5/2/2021,TRUE,Cora,Thomas,Female,(769) 555-0115,,cora@contoso.com,,Sales
CID-446,Government,Local,12/2/1977,3/8/2021,TRUE,Monica,Thompson,Female,(586) 555-0198,,monica@contoso.com,monica@fabrikam.com,Services
CID-447,Government,State,7/9/1972,12/23/2018,TRUE,Piotr,Tomaszewski,Male,(352) 555-0104,(727) 555-0294,piotr@contoso.com,,Sales
CID-448,Business,SMB,6/6/1976,10/1/2018,TRUE,Milena,Tomazic,Female,(934) 555-0178,,milena@contoso.com,,Sales
CID-449,Individual,Premium,1/29/1981,11/8/2020,TRUE,Stanislav,Tomek,Male,(603) 555-0101,(860) 555-0252,stanislav@contoso.com,,Sales
CID-450,Individual,Standard,11/8/1973,11/7/2018,TRUE,Rhodri,Tomos,Male,(425) 555-0112,(609) 555-0227,rhodri@contoso.com,rhodri@fabrikam.com,Sales
CID-451,Business,SMB,1/25/1957,5/19/2020,TRUE,Rafel,Tornafoch,Male,(909) 555-0141,,rafel@contoso.com,,Sales
CID-452,Individual,Standard,3/8/1950,6/3/2018,FALSE,Devon,Torres,Male,(484) 555-0173,,devon@contoso.com,,Sales
CID-453,Individual,Standard,4/24/1951,9/12/2019,TRUE,Jose,Torrez,Male,(716) 555-0194,,jose@contoso.com,,Sales
CID-454,Government,State,1/14/1961,6/1/2020,TRUE,Isabella,Toscano,Female,(475) 555-0107,,isabella@contoso.com,,Services
CID-455,Individual,Standard,11/20/1991,3/7/2020,FALSE,Mattia,Trentini,Male,(347) 555-0162,,mattia@contoso.com,,Services
CID-456,Individual,Premium,7/21/1973,5/5/2018,TRUE,Maximilian,Tropschuh,Male,(904) 555-0108,,maximilian@contoso.com,,Sales
CID-457,Individual,Premium,11/22/1957,10/9/2021,TRUE,Kidane,Tsehaye,Male,(509) 555-0110,(225) 555-0243,kidane@contoso.com,,Sales
CID-458,Individual,Premium,8/5/1937,7/20/2021,TRUE,Esra,Turan,Female,(443) 555-0141,(509) 555-0267,esra@contoso.com,,Sales
CID-459,Individual,VIP,8/21/1982,9/11/2019,TRUE,Teodors,Turins,Female,(630) 555-0112,,teodors@contoso.com,teodors@fabrikam.com,Sales
CID-460,Individual,Premium,7/9/1960,9/2/2018,TRUE,Matej,Turk,Male,(918) 555-0136,,matej@contoso.com,matej@fabrikam.com,Sales
CID-461,Individual,Standard,3/11/1988,4/27/2020,TRUE,Ellis,Turner,Female,(385) 555-0172,(304) 555-0240,ellis@contoso.com,ellis@fabrikam.com,Sales
CID-462,Individual,Standard,1/8/1953,3/26/2019,TRUE,Adalberto,Udinese,Male,(734) 555-0101,(212) 555-0290,adalberto@contoso.com,,Sales
CID-463,Business,SMB,8/8/1987,7/18/2020,TRUE,Lodovico,Udinesi,Male,(860) 555-0155,,lodovico@contoso.com,,Sales
CID-464,Individual,Premium,12/29/1954,6/24/2021,TRUE,Melis,Unal,Female,(330) 555-0122,(720) 555-0291,melis@contoso.com,,Sales
CID-465,Government,Local,10/7/1954,6/4/2019,TRUE,Ivana,Ursic,Female,(469) 555-0139,,ivana@contoso.com,,Sales
CID-466,Individual,Premium,8/25/1941,3/10/2021,TRUE,Adam,Vacha,Male,(609) 555-0128,,adam@contoso.com,,Sales
CID-467,Individual,Premium,7/17/1976,12/28/2018,TRUE,Alena,Valentova,Female,(762) 555-0189,,alena@contoso.com,,Sales
CID-468,Business,SMB,2/2/1981,1/8/2018,TRUE,Filips,Vanags,Female,(702) 555-0168,(602) 555-0268,filips@contoso.com,,Sales
CID-469,Individual,Premium,4/18/1966,4/23/2019,TRUE,Blanka,Vejvodova,Female,(806) 555-0188,(334) 555-0294,blanka@contoso.com,,Sales
CID-470,Government,Local,12/8/1952,10/7/2021,TRUE,Marjan,Vidmar,Male,(959) 555-0149,,marjan@contoso.com,,Services
CID-471,Individual,Standard,12/26/1966,5/10/2019,TRUE,Laimonis,Viksna,Female,(934) 555-0154,,laimonis@contoso.com,,Sales
CID-472,Government,State,7/2/1958,4/4/2018,TRUE,Alfons,Vitols,Female,(769) 555-0101,,alfons@contoso.com,alfons@fabrikam.com,Services
CID-473,Individual,Premium,10/2/1958,4/12/2020,TRUE,Immanuel,Vogel,Male,(612) 555-0112,(623) 555-0212,immanuel@contoso.com,,Sales
CID-474,Business,Premier,10/14/1986,12/21/2021,TRUE,Nicole,Wagner,Female,(516) 555-0191,,nicole@contoso.com,,Sales
CID-475,Individual,Standard,9/7/1990,11/28/2020,TRUE,Sophie,Walter,Female,(478) 555-0169,,sophie@contoso.com,,Sales
CID-476,Government,Local,6/27/1979,8/16/2019,TRUE,Oscar,Ward,Male,(725) 555-0157,,oscar@contoso.com,,Services
CID-477,Individual,Premium,6/3/1970,7/6/2018,TRUE,Hannah,Weber,Female,(443) 555-0181,,hannah@contoso.com,,Sales
CID-478,Individual,Premium,2/17/1959,1/24/2020,TRUE,Christoph,Werner,Male,(386) 555-0183,,christoph@contoso.com,,Sales
CID-479,Government,State,3/11/1987,4/3/2018,TRUE,Artur,Wieczorek,Male,(719) 555-0168,,artur@contoso.com,,Sales
CID-480,Individual,Standard,10/5/1954,3/27/2018,TRUE,Jennifer,Wilkins,Female,(775) 555-0158,,jennifer@contoso.com,,Sales
CID-481,Individual,Premium,9/23/1950,2/13/2018,TRUE,Dylan,Williams,Male,(601) 555-0187,,dylan@contoso.com,,Sales
CID-482,Individual,Standard,12/21/1961,5/17/2018,TRUE,Adrian,Wilske,Male,(217) 555-0188,,adrian@contoso.com,,Sales
CID-483,Individual,Standard,4/3/1981,2/25/2019,TRUE,Olivia,Wilson,Female,(269) 555-0154,,olivia@contoso.com,,Sales
CID-484,Individual,VIP,5/6/1990,3/15/2018,TRUE,Zofia,Wisniewska,Female,(920) 555-0148,,zofia@contoso.com,,Services
CID-485,Individual,Standard,2/3/1955,3/25/2021,TRUE,Justyna,Wojciechowska,Female,(458) 555-0106,,justyna@contoso.com,,Sales
CID-486,Government,Federal,9/23/1955,7/2/2021,TRUE,Abreham,Wolday,Male,(254) 555-0182,,abreham@contoso.com,abreham@fabrikam.com,Services
CID-487,Individual,Standard,10/27/1951,6/20/2018,TRUE,Gebre Egziabher,Wolde Mariam,Male,(601) 555-0150,,gebre egziabher@contoso.com,gebre egziabher@fabrikam.com,Sales
CID-488,Individual,Standard,12/1/1963,6/19/2018,TRUE,Klarissa,Wolf,Female,(364) 555-0181,(616) 555-0204,klarissa@contoso.com,klarissa@fabrikam.com,Sales
CID-489,Government,State,8/28/1965,5/21/2020,TRUE,Lara,Wolfe,Female,(803) 555-0179,(224) 555-0246,lara@contoso.com,,Services
CID-490,Business,Premier,5/24/1995,4/3/2021,TRUE,Gabriel,Woods,Male,(409) 555-0141,(425) 555-0218,gabriel@contoso.com,,Services
CID-491,Individual,Premium,4/19/1952,4/1/2019,TRUE,Blazej,Wozniak,Male,(929) 555-0162,,blazej@contoso.com,,Sales
CID-492,Individual,Premium,12/3/1981,8/1/2020,TRUE,Lois,Wyn,Female,(661) 555-0176,,lois@contoso.com,,Sales
CID-493,Individual,Premium,11/30/1968,2/29/2020,TRUE,Agnieszka,Wysocka,Female,(208) 555-0126,(936) 555-0298,agnieszka@contoso.com,,Sales
CID-494,Individual,Premium,6/5/1950,9/5/2019,TRUE,Jakub,Wysocki,Male,(212) 555-0133,(612) 555-0254,jakub@contoso.com,,Sales
CID-495,Individual,Premium,4/24/1951,3/24/2021,TRUE,Yigit,Yalcin,Male,(270) 555-0124,(660) 555-0297,yigit@contoso.com,,Sales
CID-496,Individual,Standard,4/17/1945,6/7/2020,TRUE,Kerem,Yavuz,Male,(207) 555-0123,,kerem@contoso.com,,Sales
CID-497,Individual,Premium,8/24/1994,12/15/2018,TRUE,Mehmet,Yildirim,Male,(781) 555-0105,,mehmet@contoso.com,,Sales
CID-498,Individual,Standard,4/26/1988,4/11/2021,TRUE,Elif,Yildiz,Female,(954) 555-0124,,elif@contoso.com,,Sales
CID-499,Government,Federal,11/10/1956,1/10/2018,TRUE,Ali,Yilmaz,Male,(662) 555-0123,,ali@contoso.com,,Services
CID-500,Government,Federal,11/29/1993,12/27/2021,TRUE,Miha,Zagar,Male,(248) 555-0197,,miha@contoso.com,,Services
CID-501,Individual,Standard,10/5/1969,7/12/2021,TRUE,Milos,Zahradnicek,Male,(952) 555-0102,,milos@contoso.com,milos@fabrikam.com,Services
CID-502,Individual,Premium,10/28/1962,6/24/2021,TRUE,Mateja,Zajc,Female,(386) 555-0137,(931) 555-0282,mateja@contoso.com,mateja@fabrikam.com,Sales
CID-503,Individual,VIP,6/4/1976,10/29/2019,TRUE,Jakub,Zawadzki,Male,(716) 555-0177,,jakub@contoso.com,jakub@fabrikam.com,Sales
CID-504,Business,SMB,1/29/1937,6/30/2019,TRUE,Antonin,Zelinka,Male,(419) 555-0147,,antonin@contoso.com,,Sales
CID-505,Individual,Premium,4/17/1952,5/9/2018,TRUE,Aira,Zeltina,Male,(229) 555-0153,,aira@contoso.com,,Sales
CID-506,Individual,VIP,6/4/1951,8/24/2019,TRUE,Irbe,Ziemele,Female,(708) 555-0193,,irbe@contoso.com,,Services
CID-507,Government,Local,1/13/1937,8/28/2019,TRUE,Mia,Zimmermann,Female,(702) 555-0119,,mia@contoso.com,mia@fabrikam.com,Services
CID-508,Business,Premier,5/27/1977,11/23/2018,TRUE,Ilga,Zirne,Male,(503) 555-0195,(907) 555-0262,ilga@contoso.com,,Sales
CID-509,Government,Local,10/2/1996,9/6/2020,TRUE,Sonja,Zorko,Female,(775) 555-0158,,sonja@contoso.com,,Services
CID-510,Business,Partner,10/17/1948,2/8/2019,TRUE,Luka,Zupan,Male,(484) 555-0100,,luka@contoso.com,,Sales
CID-511,Individual,VIP,5/12/1955,9/21/2019,TRUE,Jozica,Zupanc,Female,(617) 555-0162,(860) 555-0270,jozica@contoso.com,,Sales
CID-512,Individual,VIP,3/1/1995,10/14/2021,TRUE,Jozef,Zupancic,Male,(737) 555-0155,,jozef@contoso.com,,Sales
CID-513,Government,Local,3/13/1975,12/19/2019,TRUE,Alida,Zvirbule,Male,(727) 555-0134,,alida@contoso.com,,Services
